Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
9.86,Medium,M,No,33,0,0,0,0,1,0,1
3.67,Medium,M,No,42,0,0,0,0,0,0,0
2.62,Long,F,No,42,0,1,1,0,1,1,0
3.92,Medium,M,Yes,29,0,0,0,0,0,0,0
6.39,Medium,M,No,52,1,1,0,1,0,1,0
3.69,Long,M,Yes,55,0,0,0,0,0,1,1
3.18,Long,M,Yes,38,0,0,0,0,1,0,0
8.36,Medium,F,Yes,54,0,0,0,1,0,0,0
9.37,Medium,F,Yes,18,0,1,1,0,0,1,0
8.15,Long,M,Yes,38,1,0,1,0,0,0,0
6.42,Short,F,Yes,49,0,1,0,0,0,1,0
6.88,Medium,F,Yes,44,0,0,0,0,0,0,0
9.84,Short,F,No,30,1,0,0,0,1,1,0
6.33,Medium,M,Yes,44,0,0,0,0,1,0,1
5.92,Medium,M,No,26,0,0,0,0,0,0,0
4.92,Medium,M,No,55,0,0,0,0,0,1,0
7.58,Medium,M,No,48,1,1,0,0,0,1,0
5.28,Long,M,Yes,28,1,1,0,0,0,1,1
3.48,Long,F,No,51,1,1,0,0,1,1,1
5.67,Long,F,No,32,0,0,0,0,1,0,0
8.88,Medium,F,Yes,33,1,1,0,0,0,1,0
3.62,Long,M,Yes,25,0,0,0,0,1,1,0
9.09,Short,F,Yes,45,1,1,1,0,1,1,1
3.21,Long,M,Yes,37,0,0,0,0,0,0,0
7.34,Short,M,No,50,0,0,0,0,0,0,0
8.56,Long,M,No,44,1,0,1,0,1,0,1
3.35,Long,M,No,23,0,0,1,0,0,1,0
8.39,Long,F,Yes,41,1,0,0,0,0,0,0
3.39,Long,F,Yes,38,1,0,0,0,1,0,0
5.3,Medium,F,No,36,1,1,0,0,0,0,0
6.3,Short,F,No,40,1,0,0,0,0,0,1
5.23,Long,M,No,22,0,0,0,0,1,1,1
7.27,Long,M,No,33,0,0,0,0,0,1,0
6.92,Short,M,No,28,1,1,1,0,0,1,0
4.52,Long,M,No,22,1,0,0,0,0,0,1
5.03,Medium,F,Yes,45,0,0,0,0,0,0,0
4.5,Long,F,Yes,24,0,0,0,0,1,0,0
9.41,Short,M,No,45,1,1,0,0,0,1,0
6.88,Medium,F,Yes,29,0,0,0,0,1,0,0
9.03,Medium,F,No,37,1,1,1,0,0,0,0
5.62,Medium,M,No,23,0,0,0,0,1,0,0
9.89,Medium,M,Yes,20,0,0,0,0,1,0,1
3.4,Long,M,No,39,0,0,0,1,1,1,0
9.92,Long,M,Yes,31,0,0,0,0,0,1,0
9.43,Medium,F,Yes,32,0,0,0,0,0,1,0
2.26,Short,F,Yes,52,0,1,0,0,1,0,0
7.15,Long,F,Yes,27,0,1,0,0,0,1,0
6.66,Medium,F,No,41,0,0,0,0,0,1,0
5.44,Medium,M,Yes,42,0,1,0,0,1,1,0
8.01,Medium,F,No,37,0,0,0,1,1,0,1
6.56,Medium,M,No,29,0,0,0,1,0,0,1
2.85,Long,M,No,34,0,0,0,0,0,0,0
9.06,Medium,M,No,30,1,1,1,0,0,1,0
3.76,Medium,M,No,43,0,0,0,0,0,1,0
4.12,Long,M,No,40,0,0,0,0,0,0,1
3.5,Long,M,No,31,0,0,1,1,1,0,0
2.57,Long,F,Yes,42,1,0,0,0,1,0,0
5.18,Medium,F,Yes,24,0,0,0,0,1,0,0
2.96,Long,F,Yes,54,1,1,0,0,1,1,0
7.66,Long,M,No,26,1,0,0,0,1,1,0
6.18,Medium,F,No,22,1,0,1,0,1,0,0
3.9,Medium,F,No,47,0,1,1,0,0,1,0
6.71,Medium,M,Yes,43,1,0,0,1,1,0,0
2.19,Medium,M,No,37,1,0,0,0,0,0,0
2.55,Long,F,No,41,0,0,0,0,0,0,0
3.44,Long,M,Yes,24,1,1,1,0,1,0,0
7.94,Long,F,Yes,38,0,0,0,0,1,0,0
8.35,Medium,F,Yes,35,1,0,0,0,1,1,0
7.79,Long,M,No,25,0,0,0,0,0,0,0
4.95,Short,F,No,30,1,1,0,0,0,1,0
8.27,Long,F,No,55,1,1,0,0,0,1,0
6.86,Long,M,Yes,41,1,1,1,0,1,1,1
6.94,Short,F,Yes,54,0,0,1,0,0,0,0
9.97,Long,F,No,37,1,1,0,0,1,1,0
7.55,Long,M,No,38,1,0,0,0,1,1,0
9.81,Long,M,Yes,45,0,0,0,0,1,1,0
6.5,Medium,F,No,24,0,0,0,0,1,0,0
7.87,Long,M,Yes,21,1,0,0,0,0,0,0
6.66,Short,M,Yes,36,0,0,0,0,1,0,0
5.83,Medium,M,Yes,30,0,0,0,0,0,0,0
7.81,Long,F,No,20,0,0,0,0,0,0,0
4.03,Medium,M,No,47,1,0,0,0,0,1,0
7.09,Short,F,Yes,52,0,0,0,0,0,0,1
9.78,Long,F,Yes,43,0,1,0,0,0,0,0
5.98,Short,M,Yes,55,0,0,0,0,0,0,0
8.8,Medium,M,No,31,1,0,0,0,1,0,0
2.82,Long,F,Yes,50,0,0,0,1,1,0,0
3.29,Long,F,Yes,55,0,1,0,0,0,0,0
8.84,Medium,F,Yes,40,1,0,1,0,0,0,0
6.14,Long,M,Yes,42,0,1,1,0,0,1,1
5.78,Long,M,Yes,30,0,0,0,0,0,1,0
5.58,Short,F,No,42,1,0,0,0,0,0,1
7.58,Medium,M,No,43,0,0,0,0,0,1,0
7.84,Long,F,Yes,27,0,0,0,0,0,0,0
4.75,Long,M,Yes,53,0,1,0,0,0,0,0
7.05,Medium,F,Yes,27,0,0,0,0,1,0,0
7.56,Medium,M,No,31,0,0,0,0,0,0,0
4.44,Short,M,No,51,1,0,0,0,0,1,0
7.19,Long,F,No,47,1,1,0,0,1,0,0
6.23,Medium,F,No,54,0,0,0,0,0,0,0
2.89,Long,M,Yes,36,0,0,0,0,0,1,0
7.56,Long,M,No,22,1,0,0,0,0,0,0
5.33,Short,M,Yes,45,0,1,1,0,1,1,1
2.82,Long,M,Yes,52,0,0,0,0,0,0,0
8.12,Medium,M,Yes,40,1,0,0,0,1,0,0
3,Medium,M,No,43,1,1,1,0,0,1,0
8.47,Medium,F,Yes,46,0,1,0,0,0,0,0
9.66,Short,M,Yes,23,1,1,0,0,0,1,0
6.69,Medium,F,No,26,1,0,0,0,0,0,0
9.11,Long,F,No,40,1,0,0,0,0,1,0
3.95,Medium,M,No,34,0,0,0,0,0,0,0
9.46,Short,F,Yes,34,0,1,0,1,0,1,1
5.36,Short,F,No,19,0,1,0,0,0,1,0
3.06,Long,F,Yes,52,0,0,0,1,0,0,0
7.05,Short,F,No,37,0,0,0,0,1,0,0
6.98,Short,M,Yes,37,1,1,1,0,1,1,0
8.34,Long,F,No,40,0,0,0,0,1,0,0
9.9,Medium,F,Yes,26,0,1,0,1,1,1,1
3.87,Medium,M,No,31,0,0,0,0,0,0,0
7.61,Medium,M,No,50,0,0,0,0,0,1,0
5.13,Medium,F,No,48,0,1,1,0,0,0,0
3.1,Short,M,No,25,0,0,0,0,0,0,0
3.92,Long,M,Yes,23,0,1,0,0,0,0,1
8.66,Short,M,No,48,0,1,0,0,0,1,0
5.09,Medium,F,No,31,0,0,0,0,1,0,0
4.21,Medium,M,No,38,0,0,0,0,0,0,0
4.88,Long,F,No,29,0,1,1,0,0,1,0
3.81,Long,M,Yes,27,1,0,0,0,0,0,0
9.39,Long,F,No,41,0,0,0,0,1,0,0
3,Medium,F,Yes,35,0,0,0,0,0,0,0
4.57,Medium,M,Yes,26,1,1,1,0,0,1,0
4.74,Short,F,No,48,0,0,0,0,0,0,0
3.03,Medium,M,No,27,1,0,0,0,1,0,0
2.14,Medium,F,No,21,0,0,0,0,0,0,0
2.9,Medium,F,Yes,53,1,0,1,0,0,1,0
7.47,Long,M,Yes,46,0,0,1,1,0,0,0
2.08,Short,F,Yes,49,1,1,0,0,1,0,0
2.2,Medium,F,No,28,0,1,1,0,0,1,0
7.05,Short,F,Yes,20,0,0,0,0,0,0,0
8.58,Long,M,Yes,34,1,0,0,0,1,0,0
3.76,Medium,F,Yes,35,1,0,0,0,0,0,0
2.33,Medium,F,Yes,28,0,1,0,0,0,1,1
6.51,Long,F,Yes,41,0,0,0,0,0,0,1
6.49,Medium,M,Yes,39,0,0,0,1,0,1,0
7.41,Medium,F,Yes,48,0,0,0,0,1,0,0
6.4,Short,F,Yes,44,0,0,0,0,0,0,1
4.52,Medium,M,Yes,53,1,1,1,1,0,1,0
6.14,Medium,M,Yes,35,0,0,0,0,0,0,0
3.07,Long,F,Yes,28,0,0,0,0,0,0,0
6.63,Short,F,No,39,1,0,1,0,0,0,0
8.58,Long,M,Yes,40,1,0,0,0,0,0,0
9.08,Medium,F,Yes,36,1,1,0,0,1,1,1
9.95,Short,M,No,55,0,1,0,0,1,1,0
8.19,Medium,M,No,45,0,0,0,0,1,1,0
7.88,Medium,F,Yes,52,0,0,0,0,1,0,0
2.81,Long,F,Yes,50,0,0,0,0,0,1,0
6.15,Medium,F,No,49,0,1,1,0,0,1,0
2.09,Long,M,Yes,49,0,0,0,0,0,0,0
6,Short,M,Yes,34,0,0,0,0,0,0,0
9.51,Long,M,Yes,46,0,1,0,0,1,0,0
2.86,Long,F,No,44,0,0,0,0,0,0,0
6.69,Short,F,Yes,21,0,0,0,0,0,0,0
7.85,Short,F,Yes,29,1,0,0,0,1,0,0
7.65,Long,M,No,37,0,1,1,0,0,1,0
5.38,Medium,M,Yes,45,1,1,1,0,1,1,0
5.78,Long,M,No,30,0,0,0,0,0,0,0
8.4,Long,F,No,37,0,0,0,0,0,0,0
2.56,Medium,M,Yes,34,1,1,0,0,1,1,0
2.73,Short,M,Yes,23,1,0,0,0,0,0,0
4.04,Medium,M,No,52,0,0,0,0,0,0,0
7.87,Long,F,Yes,39,0,0,0,0,0,0,1
6.58,Medium,F,No,39,1,0,0,0,0,0,0
8.67,Short,M,Yes,38,1,1,0,0,0,1,0
8.35,Long,M,No,39,1,1,0,0,0,0,0
7.92,Medium,M,No,30,0,0,0,0,0,0,0
2.3,Long,F,No,38,0,0,0,0,1,1,1
2.28,Medium,M,No,50,0,0,0,1,1,0,0
9.84,Medium,F,No,21,0,1,0,0,0,0,1
9.86,Long,M,Yes,35,1,0,0,1,0,0,0
3.33,Long,F,Yes,29,1,1,1,0,1,1,0
5.32,Short,M,Yes,28,0,0,0,0,1,0,1
9.17,Long,F,Yes,30,0,0,0,1,1,0,0
5.01,Long,F,No,49,1,1,0,0,0,1,0
5.31,Long,F,No,33,1,0,0,0,0,0,0
7.3,Medium,M,Yes,49,0,0,0,0,0,0,0
6.1,Long,M,No,20,0,0,0,0,0,1,0
8.58,Medium,F,No,45,1,0,0,0,0,0,0
5.83,Medium,M,No,40,0,0,0,0,0,0,0
6.34,Medium,M,No,56,0,0,0,0,0,1,0
9.43,Long,M,Yes,43,0,0,0,0,0,0,0
3.77,Short,M,Yes,56,1,1,0,0,0,1,1
7.57,Medium,F,Yes,20,0,0,0,0,0,0,0
4.53,Long,F,Yes,32,1,1,0,0,0,0,0
7.28,Medium,F,Yes,50,0,1,0,0,0,0,0
4.97,Medium,M,No,45,0,0,0,0,1,0,0
9,Long,M,Yes,54,0,0,1,0,0,1,0
7.76,Long,F,No,48,1,0,0,0,1,0,1
3.89,Long,M,Yes,43,0,0,0,0,0,0,1
7.64,Medium,F,No,45,0,0,0,0,0,0,0
9.64,Short,M,No,32,1,0,0,0,0,1,0
5.84,Short,M,No,22,0,0,0,0,0,1,0
5.03,Medium,F,No,31,1,0,0,0,0,1,0
5.71,Short,M,Yes,50,0,0,0,0,0,0,0
9.9,Short,F,No,53,1,1,1,0,0,1,0
9.55,Short,M,Yes,45,0,0,0,0,1,0,1
3.54,Medium,F,No,40,0,0,0,0,0,1,0
5.2,Short,F,No,31,1,1,0,0,1,1,0
5.74,Long,F,No,26,0,0,0,0,1,0,0
3.28,Short,M,No,33,0,0,0,0,1,0,0
6.83,Short,F,Yes,47,0,0,0,0,0,0,0
2.9,Short,F,Yes,54,0,0,0,0,0,0,1
3.3,Long,F,Yes,34,1,1,0,0,0,1,0
7.4,Long,F,Yes,51,1,0,0,0,1,0,0
7.17,Short,M,No,55,0,0,0,0,1,0,0
5.21,Medium,F,Yes,31,0,0,0,0,1,1,0
7.92,Medium,F,No,32,1,0,0,0,0,0,0
3.75,Long,F,Yes,44,0,0,0,0,0,0,0
6.38,Long,F,Yes,21,0,1,0,0,0,0,0
7.26,Medium,M,Yes,21,0,0,0,0,0,0,0
3.31,Medium,F,Yes,26,1,0,0,0,0,1,0
2.2,Short,M,Yes,25,1,1,0,0,0,1,0
8.69,Medium,M,No,42,1,0,1,0,0,0,0
2.61,Short,F,No,49,0,0,0,0,0,0,0
6.04,Medium,F,Yes,49,0,0,0,0,1,0,0
3.93,Medium,M,No,22,1,1,0,0,0,1,0
4.58,Short,M,No,44,1,1,1,0,0,0,0
6.41,Long,M,Yes,38,0,0,0,0,0,1,0
4.63,Short,F,Yes,22,0,0,0,0,0,1,0
5.19,Short,M,Yes,27,1,0,1,0,0,0,0
4.76,Long,F,Yes,23,0,0,0,0,0,0,1
7.89,Medium,M,No,19,1,0,1,0,1,1,0
4.75,Short,M,No,51,0,0,0,0,0,0,0
5.52,Long,F,No,32,0,1,0,0,1,1,1
5.13,Short,F,Yes,28,1,1,0,0,0,1,0
3.82,Medium,M,Yes,52,0,0,0,0,1,0,0
7.57,Medium,M,No,26,1,0,0,0,1,1,0
2.19,Long,M,No,23,1,1,1,0,0,1,0
2.07,Long,F,Yes,27,0,0,0,0,0,0,0
4.17,Medium,M,Yes,20,0,0,0,0,1,1,0
8.67,Long,F,Yes,24,1,0,0,1,1,0,1
2.97,Long,F,Yes,28,0,1,0,0,0,1,0
3.78,Medium,M,Yes,48,1,0,0,0,0,0,0
5.07,Long,M,Yes,37,1,1,1,0,1,1,0
7.92,Short,M,No,25,1,0,0,0,0,0,0
3.36,Long,F,No,27,0,0,0,0,0,0,0
8.63,Medium,F,No,44,0,1,1,0,1,1,0
2.69,Long,F,Yes,27,0,0,0,0,0,0,1
3.92,Long,M,Yes,49,1,0,0,0,0,0,0
3.78,Medium,M,Yes,52,0,0,0,0,0,1,0
2.94,Long,F,No,25,1,0,0,0,0,0,0
2.18,Long,F,No,41,0,0,0,1,0,0,1
8.12,Medium,M,No,24,0,0,0,0,0,0,0
9.09,Short,F,No,50,0,0,0,0,0,1,0
2.89,Medium,F,No,24,0,0,0,0,0,0,0
2.56,Long,F,No,53,1,1,1,0,0,1,0
6.05,Long,F,No,38,0,1,1,0,1,1,0
9.71,Long,F,No,38,0,0,0,0,0,0,0
7.92,Medium,M,Yes,38,0,0,1,0,1,0,1
2.81,Short,F,No,31,0,0,1,0,1,1,1
6.53,Short,M,Yes,35,1,0,0,0,0,0,0
8.63,Medium,M,No,22,0,1,1,0,0,1,1
2.98,Long,M,No,49,0,0,0,0,0,1,0
5.58,Long,F,Yes,55,0,0,0,0,0,0,0
8.09,Long,F,Yes,37,0,0,0,0,0,0,0
3.69,Short,F,Yes,23,0,0,0,0,0,1,0
9.69,Medium,M,Yes,44,0,0,0,0,1,0,0
4.31,Long,F,Yes,26,1,1,0,0,0,1,0
6.47,Medium,M,No,42,0,0,0,0,0,0,0
6.8,Long,M,No,55,1,0,1,0,1,1,0
6.16,Medium,M,Yes,40,0,1,0,1,1,0,1
5.53,Medium,F,Yes,32,1,1,0,0,0,1,0
6.39,Medium,M,No,49,0,0,0,0,0,1,0
5.57,Short,M,No,27,1,0,0,0,1,0,0
5.33,Medium,M,No,44,0,0,0,0,0,0,0
3.78,Long,F,Yes,42,1,0,1,0,0,0,0
6.33,Long,M,Yes,28,0,0,0,0,0,1,0
4.12,Long,M,Yes,21,0,0,0,0,0,0,0
8.63,Long,F,No,53,0,0,1,1,1,1,0
5.49,Long,F,Yes,38,0,0,0,0,0,0,0
2.32,Medium,F,Yes,44,0,0,0,0,0,0,0
3.74,Medium,M,No,52,0,0,0,0,0,1,1
4.89,Short,M,Yes,48,1,0,0,0,1,0,1
2.34,Long,F,Yes,24,0,0,0,0,0,0,0
8.45,Medium,M,No,21,1,1,1,1,0,1,0
5.6,Medium,F,Yes,45,1,0,0,1,0,0,1
3.03,Long,M,Yes,40,0,0,0,0,1,0,0
2.78,Medium,F,Yes,47,0,0,0,0,1,0,0
6.4,Medium,M,No,23,0,0,0,0,0,0,0
9.16,Long,F,Yes,41,0,0,1,1,1,0,0
5.7,Long,M,Yes,25,0,0,0,0,1,0,0
8.32,Long,F,Yes,24,0,0,0,0,0,0,0
4.58,Medium,M,Yes,20,0,0,1,0,0,1,0
8.5,Long,M,No,25,1,0,0,0,1,0,1
5.94,Medium,F,No,30,1,0,0,0,0,0,0
4.62,Medium,F,No,26,1,1,0,0,1,1,0
10.15,Medium,M,Yes,23,0,0,0,0,0,0,0
4.2,Short,F,Yes,38,1,0,0,1,1,0,0
6.53,Medium,F,No,26,0,1,1,0,0,0,0
8.66,Medium,M,No,31,1,0,0,0,1,1,0
7.08,Long,F,Yes,36,1,1,0,0,0,1,0
7.88,Medium,F,Yes,53,0,1,1,0,1,0,1
8.03,Long,F,No,39,1,1,1,0,0,1,0
7.59,Medium,F,No,38,1,0,1,1,1,0,0
8.99,Medium,M,Yes,28,0,0,0,0,0,0,0
6.32,Short,F,No,33,0,0,0,0,0,0,0
6.43,Short,F,Yes,52,0,0,0,0,0,0,0
7.32,Long,M,No,21,0,0,0,0,1,0,0
9.31,Short,M,No,39,0,1,1,1,0,1,0
4.35,Medium,M,Yes,29,0,1,0,0,0,1,0
6.89,Medium,F,No,31,0,0,0,0,0,0,0
7.52,Long,F,No,53,0,1,0,1,1,1,1
6.09,Medium,M,No,52,0,0,0,0,0,0,0
6.3,Medium,F,Yes,41,0,0,0,0,0,0,0
4.64,Medium,F,Yes,21,0,0,0,0,0,1,0
2.4,Medium,F,No,53,0,0,1,0,0,1,0
8.06,Short,F,Yes,39,1,1,0,0,0,1,0
7.7,Long,M,No,36,0,0,0,1,0,0,1
2.6,Medium,F,No,38,0,1,1,0,0,1,0
7,Long,F,No,50,1,1,0,0,0,1,0
5.85,Long,F,Yes,55,0,1,1,1,1,1,1
8.52,Medium,F,No,20,1,0,1,1,0,1,0
6.13,Long,M,No,34,1,1,0,0,0,1,0
4.05,Short,M,No,40,0,1,1,0,0,1,0
8.63,Long,M,No,36,1,0,1,0,1,1,1
3.64,Long,M,Yes,47,0,0,0,0,0,0,0
8.1,Medium,M,No,24,1,1,1,0,0,1,1
3.61,Medium,M,No,46,0,0,0,1,0,0,0
8.98,Medium,M,No,35,0,1,0,0,0,1,0
6.89,Medium,M,No,35,0,0,0,0,0,0,0
4.46,Medium,F,Yes,36,0,0,0,0,0,1,0
3.26,Long,M,No,28,1,0,0,0,1,1,0
7.23,Short,F,Yes,25,0,0,0,0,0,0,0
5.8,Medium,F,No,25,0,0,0,0,0,1,0
7.49,Long,F,No,42,0,0,0,0,1,1,0
7.39,Long,M,No,39,1,1,0,0,0,1,0
8.19,Short,F,Yes,28,0,0,0,0,0,0,1
8.2,Medium,F,No,23,1,0,0,1,1,0,1
2.13,Medium,F,No,55,1,0,0,0,1,0,0
2.34,Long,F,Yes,27,0,0,0,0,0,0,0
7.48,Long,F,Yes,29,0,0,0,0,0,1,0
7.08,Short,F,No,54,1,1,1,0,1,1,0
5.63,Long,M,Yes,24,0,1,0,0,0,0,0
4.8,Short,F,No,43,0,0,0,0,1,0,0
2.32,Medium,F,No,18,0,0,0,0,1,0,0
10.05,Long,M,Yes,19,0,0,0,0,0,0,0
7.62,Medium,F,No,52,0,0,0,1,1,1,0
2.31,Short,F,No,22,1,1,1,0,0,1,0
6.98,Medium,F,No,52,0,0,0,0,0,0,0
7.57,Short,F,Yes,44,1,1,1,0,0,1,1
3.77,Medium,M,No,30,0,0,0,0,0,0,0
7.21,Medium,F,Yes,30,0,0,0,0,1,0,0
7.54,Long,F,Yes,19,0,0,0,0,1,0,0
8.87,Long,F,No,34,1,0,1,0,0,1,0
7.06,Short,M,No,38,0,0,0,0,0,0,0
7.23,Short,F,No,20,1,0,0,0,0,0,0
6.44,Short,M,No,36,1,0,0,0,1,0,0
7.3,Long,M,Yes,52,0,0,0,0,0,0,1
2.75,Long,M,No,48,1,1,1,0,0,1,0
6.82,Long,F,Yes,42,1,0,1,0,1,0,0
9.18,Long,F,Yes,47,0,0,0,0,0,1,0
2.92,Medium,M,No,50,1,0,0,0,0,1,0
3.19,Long,M,No,45,1,1,0,0,1,1,1
2.67,Medium,F,Yes,56,1,0,0,0,0,1,0
9.36,Long,F,Yes,50,0,0,0,0,0,0,0
9.48,Short,M,No,36,1,0,0,1,1,1,0
6.14,Long,M,No,32,0,0,0,0,1,0,0
7.85,Medium,F,Yes,32,0,0,0,0,0,0,1
3.08,Short,F,No,37,1,0,0,0,1,0,0
4.83,Medium,M,No,25,0,0,0,0,0,0,0
6.58,Medium,M,No,52,0,0,0,0,0,1,0
9.23,Long,F,No,30,1,0,1,1,1,1,0
4.74,Short,M,Yes,52,1,1,0,1,1,1,0
3.19,Medium,M,No,33,0,0,0,0,1,0,0
4.33,Medium,M,Yes,39,1,1,1,0,0,1,1
8.64,Medium,F,Yes,51,1,0,0,0,1,0,0
7.11,Medium,F,Yes,29,0,0,0,1,0,0,1
3.45,Short,F,No,54,0,0,0,0,1,0,0
5.46,Medium,M,Yes,29,1,1,0,0,0,1,1
4.01,Long,F,Yes,44,0,0,0,0,0,1,0
2.03,Short,F,Yes,29,1,0,0,0,0,0,1
6.97,Medium,F,No,39,0,0,0,0,0,0,1
6.7,Short,M,No,19,1,0,0,0,1,0,1
3.16,Long,F,Yes,21,1,0,1,0,0,1,0
9.42,Long,F,Yes,34,0,0,0,0,0,0,0
6.06,Long,F,No,47,0,0,0,0,1,0,0
2.89,Medium,M,Yes,28,0,0,0,0,0,1,0
8.62,Medium,M,No,34,0,0,0,0,0,1,0
6.59,Medium,M,No,23,0,1,0,0,0,1,0
7.41,Long,M,Yes,50,0,0,0,0,1,0,0
9.93,Long,M,Yes,25,0,0,1,0,1,0,1
7.61,Short,M,Yes,43,0,0,0,0,0,0,1
4.2,Long,M,Yes,44,0,1,0,1,1,1,1
10.04,Long,M,Yes,26,1,1,1,0,0,1,1
7.05,Medium,M,Yes,30,0,0,0,1,1,0,1
6.24,Long,F,Yes,29,1,1,1,0,0,1,0
5.6,Short,F,No,42,0,0,0,1,1,0,1
4.28,Medium,M,Yes,52,0,0,0,0,0,0,0
8.85,Long,M,Yes,30,1,0,1,0,0,0,0
7.05,Long,F,No,53,1,1,0,0,0,0,0
6.66,Long,F,Yes,50,0,1,0,0,0,1,0
5.49,Medium,M,Yes,20,1,0,0,0,0,0,0
8.93,Long,F,Yes,42,1,1,1,0,0,1,0
4.41,Medium,M,Yes,50,0,1,0,0,1,0,0
5.79,Medium,F,No,29,0,1,0,0,0,1,1
3.03,Medium,F,Yes,26,1,1,1,0,1,0,1
2.28,Medium,M,No,31,0,0,0,0,0,0,0
6.53,Long,M,No,45,0,1,0,0,0,1,0
2.11,Long,F,No,31,0,0,1,0,1,0,0
7.32,Short,F,Yes,28,0,1,0,0,0,1,0
6.59,Long,F,No,24,0,0,0,0,0,1,0
6.94,Long,F,Yes,47,1,0,0,0,1,0,0
4.16,Medium,F,No,43,0,0,0,0,0,0,0
3.27,Long,M,Yes,26,0,0,0,0,1,0,0
8.28,Long,F,Yes,45,0,0,0,0,0,0,0
2.52,Long,F,No,21,1,0,1,0,0,1,0
6.41,Medium,F,No,30,0,0,0,1,0,0,0
2.99,Medium,F,Yes,26,1,1,1,0,0,1,0
2.54,Long,F,No,32,1,0,0,0,0,1,0
7.51,Long,F,No,22,0,0,0,0,0,0,1
3.34,Short,M,No,17,0,0,0,0,0,0,0
2.82,Medium,M,Yes,42,1,0,0,0,1,0,0
4.92,Medium,F,Yes,30,0,0,0,0,0,0,0
2.86,Short,F,No,47,1,1,1,0,0,1,0
3.5,Long,F,No,43,0,0,0,0,0,0,1
9.18,Medium,M,No,56,0,0,0,0,0,1,0
5.89,Medium,F,Yes,54,0,0,0,0,0,0,1
7.85,Short,M,Yes,34,0,0,0,0,0,0,0
3.31,Long,M,No,40,1,0,0,0,0,1,1
4.3,Short,M,Yes,34,0,0,0,0,1,0,1
8.84,Medium,F,No,33,0,0,0,0,0,0,0
3.24,Long,M,Yes,56,0,1,0,0,0,1,1
3.25,Long,F,Yes,43,1,0,0,0,1,0,0
4.56,Long,M,Yes,46,1,1,0,0,1,1,0
6.86,Medium,F,Yes,25,0,1,0,0,0,0,0
3.68,Medium,F,No,32,0,0,0,0,0,0,0
9.29,Medium,M,No,43,0,0,0,0,1,0,0
6.18,Medium,F,Yes,25,1,0,0,1,1,0,0
4.76,Medium,F,Yes,52,1,0,1,0,1,0,0
3.07,Short,F,No,57,1,0,0,0,0,0,0
3.14,Medium,F,No,25,1,1,0,0,1,0,0
5.7,Long,F,No,31,0,0,0,0,0,1,0
9.37,Short,M,Yes,26,1,0,0,0,1,0,0
5.49,Long,F,Yes,22,0,0,0,0,0,0,0
6.26,Short,F,Yes,21,0,1,0,0,1,1,0
8.44,Medium,F,No,53,0,0,0,0,1,0,1
2.77,Medium,M,Yes,49,1,0,1,1,1,1,0
4.42,Long,F,No,50,1,0,0,0,1,1,1
8.22,Long,M,Yes,43,1,0,0,0,0,0,0
9.19,Long,M,No,40,1,1,1,0,0,1,0
2.8,Medium,F,Yes,52,0,0,0,0,0,1,0
6.45,Long,M,No,20,0,0,0,0,0,0,1
3.43,Long,F,No,19,0,0,0,0,0,1,0
4.53,Medium,F,No,48,0,1,1,0,0,1,0
2.68,Short,M,Yes,24,1,0,1,0,1,0,0
2.37,Medium,F,No,22,0,0,0,0,0,0,0
7.6,Medium,F,Yes,37,0,0,0,0,1,0,0
7.99,Long,M,No,52,0,0,0,0,0,0,0
6.65,Medium,F,Yes,45,1,1,0,0,0,1,0
5.62,Long,F,No,22,0,1,1,0,0,1,0
3.72,Medium,M,No,29,0,0,0,0,0,0,0
4.83,Medium,F,Yes,38,1,0,0,0,0,0,0
2.19,Long,M,Yes,36,0,0,0,0,0,0,0
6.01,Medium,M,Yes,36,1,1,1,0,1,1,0
4.49,Short,M,Yes,24,0,0,0,0,0,0,0
7.26,Long,M,Yes,20,0,1,0,0,0,0,0
9.8,Medium,M,No,29,0,1,0,0,0,1,1
6.11,Short,F,No,38,0,0,0,1,0,0,1
7.51,Long,M,Yes,25,0,0,0,0,0,0,1
6.05,Long,F,No,50,0,1,0,0,1,1,0
2.2,Short,M,Yes,53,1,0,0,0,0,0,0
9.94,Long,F,No,21,0,1,0,0,0,1,0
8.86,Long,F,No,45,1,1,0,0,0,0,0
2.65,Long,F,No,32,0,0,0,0,0,0,0
8.95,Short,F,No,33,1,0,0,0,0,0,0
2.12,Medium,M,Yes,51,0,1,1,0,0,1,0
2.44,Long,F,Yes,43,0,0,0,0,0,0,0
3.58,Medium,M,Yes,41,0,1,0,0,0,1,0
4.53,Medium,M,No,45,0,0,0,0,1,0,0
4.52,Long,M,Yes,22,0,1,0,0,1,1,0
5.86,Medium,M,Yes,50,0,1,0,0,0,0,0
2.57,Medium,M,Yes,51,1,1,0,0,1,1,1
7,Long,M,Yes,30,0,0,0,0,0,0,0
3.39,Long,F,No,49,1,0,0,0,1,0,0
3.89,Long,M,Yes,31,0,0,0,1,1,0,0
8.37,Long,F,No,22,0,1,0,0,0,1,0
6.25,Long,M,No,33,0,0,0,0,0,0,0
8.69,Medium,F,Yes,34,0,1,1,0,0,0,0
7.08,Long,F,No,26,0,1,0,0,0,0,0
4.77,Short,M,No,28,1,1,1,0,0,1,0
7.59,Short,F,No,50,0,0,0,0,0,1,0
6.13,Short,M,Yes,42,0,1,1,0,0,1,1
